id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
916,P707.24,Armond AWARE™ RPET weekend duffel,This weekend duffle impresses with its modern and simple look. Its clean design makes the duffle ideal for travel. The roomy main compartment offers plenty of space for your essentials. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.,51.6,true,3,3,5,1
917,P707.25,Aware™ RPET True sports bag,"Stay organized and stylish with the Aware™ RPET True Sports Bag. Made from 100% rPET, this durable and functional bag features an adjustable shoulder strap (140cm), two webbing handles with a button closure, and multiple compartments for easy storage. The front zipper pocket, shoe zipper compartment (Up to size EU size 46.5 fit) on the side, and spacious main zipper compartment ensure you can carry everything you need, whether it's for the gym, weekend trips, or daily activities; Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",32.26,true,3,3,1,1
918,P707.27,Swiss Peak Aware™ RPET 15.6 inch laptop weekend bag,"Your standard business Swiss Peak weekend bag with 15""6 inch laptop compartment for all your short business trips. Made with  Aware™ RPET 300D/150D.  Main compartment has additional pockets and an zipper pocket on the inside. Rigid zippers",37.42,true,3,3,10,1
919,P729.28,Impact AWARE™ lightweight document bag,"No greenwashing, but telling a true story about sustainability! This Impact 300D rpet document bag is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. Keep all your essential paperwork together in this document bag. The document bag features 2 internal pockets on the inside and a zipper closure and a handle for easy carrying. This document bag has reused 5,9 500ml PETbottles. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",4.38,true,3,67,1,1
920,P729.35,Canvas laptop bag PVC free,"Carry your computer in style with this natural and durable canvas laptop bag. The bag is padded to protect your computer. Luxury imitation leather details take its appearance to the next level. Fits laptops up to 15.6"", documents and tablets. Including removable and adjustable shoulder strap. PVC free.",37.36,true,3,2,1,1
921,P730.02,Classic 15” laptop bag,Carry your laptop around town for the daily commute to school or work in this classic 15’’ 600D polyester laptop bag. PVC free,11.02,true,3,2,1,1
922,P730.04,"Impact AWARE™ RPET 15.6"" laptop bag","No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 15 litres of water and 26 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Casually professional and organised, the Impact 15.6"" laptop bag is made for the modern professional with an eye for value and the environment. It features a classic design with front accent stitching, multiple storage pockets, two top handles, and an adjustable, detachable shoulder strap. The outer fabric and inner lining consist of 100% recycled polyester with AWARE™ tracer. PVC free.Impact savings are based on reliable LCA data from the Textile Exchange.",32.26,true,3,2,5,1
923,P730.06,Urban Bumbag,"This uber-functional Bumbag transforms streetwear into the safest anti-theft bag. Features such as anti-cut material, lockable zipper and a safe 3 points buckle opening will make sure that you safely store your valuables. Wear the Urban bumbag as a belt bag, cross-body or over the shoulder for a cool and stylish look. Registered design®",32.94,true,3,67,7,1
924,P730.07,Impact AWARE™ 285gsm rcanvas hip bag undyed,"The Impact AWARE™ 285 gsm recycled canvas hip bag undyed has the perfect design for those who want to carry more than just a phone and wallet. It will fit a small water bottle as well as other essentials. The recycled canvas is undyed and used in its raw form, without chemicals from dyeing or bleaching. With AWARE™ tracer that validates the genuine use of recycled materials. 2% of proceeds of each Impact product sold will be donated to Water.org. Composition 70% recycled cotton, 30% recycled polyester.",9.92,true,3,4,1,1
925,P730.08,Aero Aware™ RPET Everyday sling bag,"The Aero Aware™ RPET Everyday Sling Bag combines style and functionality for all your on-the-go needs. Made from 100% rPET, this sling bag features an adjustable belt/shoulder strap (100cm) with a 4cm webbing width for a comfortable fit. It offers a back zipper pocket and a main compartment with a zipper for secure storage. Designed with a zipper towards your body, it keeps your essentials safe and hidden. Perfect for travel, city outings, or festivals, the sling bag can be worn crossbody or horizontally like a belt. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",5.48,true,3,4,1,1
926,P732.04,Smart office & sport backpack,"Perfect for work and leisure, this 600D polyester backpack offers great style and smart storage for all of your most important items. Features a 15” laptop compartment and a tablet compartment. With adjustable shoulder straps, and a padded mesh back panel. This backpack includes a roomy front compartment to hold your shoes or sporting gear.",38.68,true,3,2,1,1
927,P732.06,Power USB laptop backpack,Stay connected while you’re on the go with this functional 600D polyester 15” laptop backpack with USB output. Just connect any powerbank into the usb input and charge your gear on the side USB output!,38.74,true,3,2,1,1
928,P732.10,"Swiss Peak AWARE™ RPET Voyager 15.6"" laptop bag","Make the daily commute a little bit easier and a lot more stylish with this laptop bag. The bag is made from durable 1680D recycled polyester with AWARE™ tracer and rich PU details, it incorporates multiple pockets for storage and organisation. This bag features a padded 15.6""laptop pocket and an additonal front zipper pocket to hold your other daily essentials. The exterior is made with 1680D recycled polyester, the lining is 150D recycled polyester. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 36.66 0.5L PET bottles. 2% of proceeds of each product sold containing AWARE™  will be donated to Water.org.",38.78,true,3,2,10,1
929,P732.11,Laluka AWARE™ recycled cotton 15.4 inch laptop bag,"The Laluka AWARE™ recycled cotton laptop bag is a stylish solution for 15.4-inch laptops. Crafted from recycled cotton twill, it effortlessly blends fashion and environmental consciousness. Featuring a padded laptop pocket with Velcro closure and practical front pockets, it ensures organised simplicity. The bag's sturdy recycled canvas handles and adjustable strap offer both style and comfort. Fabric weight 340gsm. Made with recycled cotton embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org.",14.36,true,3,2,1,1
930,P732.15,15.4” exhibition laptop bag PVC free,"300D polyester laptop bag which is ideal for lightweight travelling. It has all the pockets you need, 15.4” laptop compartment, space to put your papers and a trolley sliding system. PVC free.",21.92,true,3,2,1,1
931,P732.17,Kazu AWARE™ RPET basic 15.6 inch laptop bag,"This bag seamlessly marries practicality with style. Its spacious main compartment includes a dedicated 15.6-inch laptop pocket to safeguard your valuable items. Additionally, interior pen loops and well-designed pockets help you stay organized while on the move, and the front pocket adds an extra layer of convenience. Made with 100% recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org.",11.02,true,3,2,1,1
932,P732.18,"Impact AWARE™ 300D two tone deluxe 15.6"" laptop bag",Look sharp in and out of the office with this sleek looking minimalistic design laptop bag. The main compartment features a 15.6 inch laptop compartment and two open mesh pockets. Front zipper pocket. On the top you can find a PU handle. The exterior material and lining is made with recycled polyester. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 8.75 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org.,27.64,true,3,2,5,1
933,P732.19,Swiss Peak GRS recycled PU 14 inch laptop bag,The Swiss Peak GRS recycled PU 14 inch laptop bag breathes modern luxury with a smooth finish in a rich black hue. Includes a detachable strap with dark coloured hardware and two front zipped compartments. Made with GRS certified recycled materials. Made from 100% GRS certified PU. GRS certification ensures a completely certified supply chain of the recycled materials. Total recycled content: 61% based on total item weight. PVC free.,32.08,true,3,2,10,1
934,P732.21,15.4” laptop bag,"Carry your 15.4” laptop to and from work inside this slim 600D with 1680D polyester laptop bag from Swiss Peak. Includes a padded pocket for your laptop, a separate pocket to hold your iPad or tablet, and a front zippered extensive organiser with pen sleeves and pockets to hold all of your small accessories. Also comes with a rear luggage opening that can be slid over the handle of your upright rolling suitcase. Versatile carrying options with the adjustable & detachable shoulder strap. PVC free.",24.5,true,3,2,10,1
935,P732.22,Armond AWARE™ RPET 15.6 inch laptop bag,"Casually professional and organised, the Armond 15.6"" laptop bag is made for the modern professional with an eye for value and the environment. It features a classic design with front accent stitching, multiple storage pockets, two top handles, and an adjustable, detachable shoulder strap. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",32.26,true,3,2,5,1
936,P732.23,Swiss Peak Aware™ RPET Essential 15.6 inch laptop bag,"Carry your tech in style with the Swiss Peak Aware™ RPET Essential 15.6 Inch Laptop Bag. Made from 100% rPET, this sleek bag features a main compartment with a dedicated laptop section that fits modern 15.6-inch laptops securely. The bag also includes a front zipper pocket for accessories, two webbing handles, and a removable, adjustable shoulder strap (120cm) with buckles for easy carrying. The tonal Swiss Peak logo on the front adds a touch of elegance to its functional design. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free",21.92,true,3,2,10,1
937,P732.34,Trend 15” laptop bag,Protect and store your 15.6” laptop in style in this trendy 600D duo tone polyester laptop bag. 2 sided main compartment for your gear. Front slanted zippered accessory pocket. PVC Free.,24.5,true,3,2,1,1
938,P733.03,Cooler bag,"Whether you take it to the game, picnic or campsite, there are plenty of places to store what you need to keep cool in this 210D polyester cooler bag. Plenty of room for your six pack and lunch. PVC free.",6.58,true,6,15,1,1
939,P733.05,Impact AWARE™ RPET cooler backpack,"No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 12 litres of water and 20 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. This AWARE™ cooler backpack is the perfect companion for a picnic in the outdoors. The PEVA main compartment offers plenty of space for 6 wine bottles or 24 cans. The zippered front pocket holds your essentials that you have with you. Exterior 100% AWARE™ recycled polyester. Interior 100% PEVA. PVC free.Impact savings are based on reliable LCA data from the Textile Exchange.",37.36,true,6,15,5,1
940,P733.06,Deluxe travel cooler bag,Convenient 600D polyester cooler bag with multiple compartments and adjustable shoulder strap. PVC free.,7.7,true,6,15,1,1
941,P733.07,Hiking cooler backpack 10L,This functional cooler backpack is making sure that you no longer have to choose between a backpack and a cooler bag. Now you have the 2 in 1! Keep your food and drinks cool while going out and about.  The cooler backpack holds 10 liter and will fit all of you favourite food and drinks.,14.36,true,6,15,1,1
942,P733.08,Tierra cooler backpack,"Keep your hands free and your stuff cold. The Tierra backpack is designed with maximum portability in mind. Great for hiking and picnics. The backpack holds 12 cans or 8 cans and 2 wine bottles. A zippered front pockets holds your keys and other accessories. Exterior 100% 600D polyester, interior 210D polyester and PEVA. PVC free.",14.36,true,6,15,1,1
943,P733.10,Impact AWARE™ lightweight cooler bag,"No greenwashing, but telling a true story about sustainability! This Impact cooler bag is made with 300D RPET with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. Pack your favourite food or beverages in this cooler bag. The cooler bag will easily fit 6 cans and features an open front pocket and handle for easy carrying. By using this cooler bag you have reused 3,9 0.5 litre PET bottles and 2,32 litres of water. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",9.92,true,6,15,1,1
944,P733.11,Sonny Aware™ RPET cooler backpack,"Stay cool and organised with the Sonny Aware™ RPET Cooler Backpack. Made from 100% rPET, this backpack features adjustable shoulder straps with a reflective accent for added visibility, along with a webbing handle on top and an elastic strap for securing items. The main compartment includes a PEVA grey silver cooler lining, keeping your food and drinks fresh. It also offers two mesh drink holder pockets and a front zipper pocket for easy access to essentials. The zippers and pullers are designed with matching or complementary accent colors for a sleek, cohesive look. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",29.62,true,6,15,1,1
945,P733.18,Cooler backpack,600D cooler backpack with silver lined insulation inside to keep all your food and beverages cold. On the front there’s an additional zipped pocket for storing your other belongings.,15.44,true,6,15,1,1
946,P733.19,Foldable cooler bag,600D cooler bag with silver lined insulation inside to keep all your food and beverages cold. On the front there’s one additional pocket with printed colour detail around the zipper for storing your other belongings.,8.82,true,6,15,1,1
947,P733.44,Cooler seat,"600D polyester in black with PE coating, 30cm diameter, foldable. Usable as cooler and seat.",16.52,true,6,15,1,1
948,P742.01,Outdoor laptop backpack,"1680D polyester laptop backpack with unique balance between comfort and outdoor protection. The backpack has pockets for all your necessities from padded laptop compartment and iPad holder, to pen loops and mesh pockets. On the shoulder strap there is an audio jack to connect your headphone and a sunglasses carrier. It even has a rain cover to protect it all. Registered®",51.04,true,3,2,10,1
949,P760.04,Casual backpack PVC free,This casual backpack is a simplistic and practical carry-all for everyday use. The backpack is made from durable polyester fabric and features a streamlined design. This backpack has a roomy main compartment to hold your daily essentials as well as a separate front zipper pocket to hold other small personal items and two side pockets for your water bottle and umbrella. PVC free.,5.62,true,3,1,1,1
950,P760.05,"Modern 15.6"" USB & RFID laptop backpack PVC free","Carry all of your gear for work or travel inside this sleek laptop backpack. The laptop backpack is made from durable fabric and features a sporty, urban inspired design. This backpack includes a fully padded 15.6"" laptop compartment and a front pocket to hold all your everyday accessories. The integrated USB port ensures that you are able to charge your phone while on the go. PVC free. NFC (13.56 MHz) Blocking.",36.1,true,3,2,1,1
951,P760.07,"900D easy access 15.6"" laptop backpack PVC free","This 900D easy access laptop backpack has all the space you'll need in a day bag or carry-on. The roomy main compartment has a 15.6"" laptop pocket and a small pocket to hold quick grab items. The big zipper opening makes it easy to see what's in your backpack at a glance. PVC free.",22.08,true,3,2,1,1
952,P760.13,"Fashion black 15.6"" laptop backpack PVC free","Look effortlessly stylish when carrying this all black laptop backpack. This bag holds a roomy compartment for all your gear and a laptop compartment that can hold a 15.6"" laptop. PVC free.",45.1,true,3,2,1,1
953,P760.15,Explorer ripstop medium hiking backpack 26L PVC free,Carry and protect your items inside this sporty backpack. The medium hiking backpack is made from ribstop fabric and features a medium sized shape with interior and exterior storage pockets and a mesh back padding that makes it comfortable to carry. This backpack has a roomy main compartment with a sleeve pocket to hold your 15.4 inch laptop. The integrated rain cover will protect your bag from rainfall. Contrast details add a splash of colour and a touch of sporty style to the overall design. PVC free.,51.6,true,3,1,1,1
954,P760.17,Impact AWARE™ 300D RPET casual backpack,"The Impact AWARE™ 300D RPET casual backpack offers plenty of storage. The front zip pocket provides secure small-item storage for quick access. A middle compartment holds 2 open pockets and the main compartment features a 15 inch laptop compartment. Comfortable shoulder straps and 2 outer mesh pockets for your bottles. Perfect for carrying your gym gear or to go on a hike. The exterior is made with100% 300D recycled polyester, the lining is 100% 150D recycled polyester. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 15.39 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org.",21,true,3,2,1,1
955,P760.22,Impact AWARE™ 16 oz. recycled canvas backpack,"This 16oz. recycled canvas backpack is a classic for everyday use . This bag features a padded 14""laptop pocket and a spacious front and back pocket to hold your other daily essentials. 2% of proceeds of each Impact product sold will be donated to Water.org. Composition 60% recycled cotton and 40% recycled polyester. Lining in 150D recycled polyester.",22.08,true,3,2,1,1
956,P760.23,Impact AWARE™ 16 oz. recycled canvas laptop bag,"Make the daily commute a little bit easier and a lot more stylish with this 16oz. recycled canvas laptop bag. This bag features a padded 15.6""laptop pocket and a spacious front and back pocket to hold your other daily essentials. 2% of proceeds of each Impact product sold will be donated to Water.org. Composition 60% recycled cotton and 40% recycled polyester. Lining in 150D recycled polyester.",22.08,true,3,2,1,1
957,P760.24,"Impact AWARE™ 16 oz. recycled canvas 15"" laptop backpack",This clean 16oz. recycled canvas laptop backpack accompanies you on every commute through the professional landscape. With deep vertical front pocket and a neat easy wide open zipper that reveals a roomy interior complete with a 15 inch laptop compartment. 2% of proceeds of each Impact product sold will be donated to Water.org. Composition 60% recycled cotton and 40% recycled polyester. Lining in 150D recycled polyester.,33.22,true,3,2,1,1
958,P760.25,Impact AWARE™ 16 oz. rcanvas large weekend bag,Plan your perfect getaway with this large 16oz. recycled canvas weekend bag. The bag features one big roomy compartment with front pocket and PU handles. The bottom features four brass studs to keep your bag clean when placed on the floor. 2% of proceeds of each Impact product sold will be donated to Water.org. Composition 60% recycled cotton and 40% recycled polyester. Lining in 150D recycled polyester.,64.58,true,3,3,1,1
959,P762.00,"Impact AWARE™ RPET anti-theft 15.6"" laptop backpack","No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 20 litres of water and 33 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. The AWARE™ deluxe 15.6"" laptop backpack impresses with its modern and simple look. The clean design makes the backpack highly versatile and ideal for work or leisure. The roomy main compartment fits a 15.6 inch laptop. The inside sleeve and zipper pockets keeps your small essentials organised.  Interior and exterior 100% recycled polyester with AWARE™ tracer. PVC free.Impact savings are based on reliable LCA data from the Textile Exchange.",64.58,true,3,1,5,1
960,P762.01,"Impact AWARE™ RPET Basic 15.6"" laptop backpack","No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 19 litres of water and 33 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. The streamlined AWARE™ 15.6"" laptop backpack includes a laptop sleeve in the main compartment and an inside sleeve pocket with 2 pen loops. A separate front zipper pocket can hold your small daily essentials. Interior and exterior 100% recycled polyester with AWARE™ tracer . PVC free. Impact savings are based on reliable LCA data from the Textile Exchange.",38.74,true,3,2,5,1
961,P762.02,Impact AWARE™ RPET weekend duffel,"No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 27 litres of water and 45 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. The AWARE™ weekend duffle impresses with its modern and simple look. Its clean design makes the duffle ideal for travel. The roomy main compartment offers plenty of space for your essentials. Two mesh pockets make your smaller items easy to find.  The front zipper pockets have 2 sleeve pockets and 2 pen loops. Interior and exterior 100% recycled polyester with AWARE™ tracer. PVC free. Impact savings are based on reliable LCA data from the Textile Exchange",27.64,true,3,3,5,1
962,P762.05,Impact AWARE™ Urban outdoor backpack,The Impact AWARE™ Urban outdoor backpack has more than enough room to accommodate your gear and has a great outdoor-inspired design. The backpack features a middle zipper compartment and a roomy main compartment. The front zipper pocket offers quick access to your daily essentials. The backpack is made with two tone 50% recycled polyester and the lining is 100% 150D recycled polyester. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 16.65 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org. PVC free.,32.26,true,3,1,1,1
963,P762.09,Deluxe 15” laptop bag,"Luxurious 15.6” 1680D laptop bag. Multi compartment design with a padded laptop pocket, main compartment with enough space for your power cable etc. and a front zipper pocket to hold other valuables such as your mobile phone and powerbank. PVC free",32.26,true,3,2,10,1
964,P762.10,17” outdoor laptop backpack,"Comfortable and stylish flapover 17” laptop backpack. This lightweight yet durable backpack features super-sleek, vertical styling and flapover construction. It comes with a padded laptop computer sleeve, a padded tablet or eReader sleeve, and accessory front pockets. Its vertical front zip pocket offers additional storage space. Padded adjustable shoulder straps and a padded back panel for extra carrying comfort. PVC free",51.6,true,3,2,10,1
965,P762.20,Modern weekend bag,Unique designed weekend bag with one large main compartment and one front compartment. Connect your powerbank easily to the integrated USB charging port and charge your phone or tablet on the go. With phone or water bottle pocket on side. With convenient card holder in shoulder strap.,56.64,true,3,3,10,1
966,P762.22,17” business laptop backpack,Streamlined styling and intelligently placed features add up to a minimalist footprint with this 600D & 1680D polyester backpack. 1 big main compartment sized to fit laptops with up to 17 inch displays. Second compartment with practical organisation for everything else you need to carry. With side mesh water bottle pocket. PVC free.,32.26,true,3,2,10,1
967,P762.26,Swiss Peak RFID sports duffel & backpack,"Lightweight 1680D and 600D polyester 2-in-1 bag. Works as both a backpack & duffle. Includes a roomy main compartment with a U-shaped top zipper closure, a side entry shoe or dirty clothes compartment and a side zippered pocket. The back with a bottle holder pocket and quick access pocket. Front zippered pocket with 2 RFID protected sleeves. Adjustable shoulder straps for carrying comfort and versatility. PVC Free. NFC (13.56 MHz) Blocking.",49.08,true,3,3,10,1
968,P762.27,Swiss Peak RFID duffle with suitcase opening,"This groundbreaking hybrid design combines the best of both worlds. It contains the portability of a duffle with the organisation and opening of a suitcase. Zip around opening with access to dual compartments. Including one 15.6"" laptop compartment. On the back is a magazine sleeve pocket and easy access zippered pocket with RFID protection. The front has 2 large zippered pockets with easy access. PVC Free. NFC (13.56 MHz) Blocking.",38.78,true,3,3,10,1
969,P762.37,"Swiss Peak 15"" anti-theft RFID & USB backpack PVC free","Go back to school, off to work, or out to play carrying all your daily essentials with hands-free comfort and chic, minimalist designer style in this anti-theft backpack. Including 15"" padded laptop pocket. This lightweight and durable backpack features compact, minimalist construction. Incorporating RFID protected sleeve pockets and USB side output. PVC free. NFC (13.56 MHz) Blocking.",51.6,true,3,1,10,1
970,P762.41,900D laptop backpack PVC free,"Carry all of your gear for school or travel inside this 900D laptop backpack. It's made from durable fabric and features a sporty, urban inspired design with custom fit straps for added comfort. This backpack includes a fully padded laptop compartment, a large main compartment to hold books or extra layers of clothing and a front zipper pocket for accessories. There is also a trolley strap on the back. Fits laptops up to 15.6”. PVC free.",19.88,true,3,2,1,1
971,P762.42,900D laptop bag PVC free,"This 900D laptop bag fits up to 15"" laptops in the main compartment and contains a front zipper pocket for accessories. Detailed with reinforced handles and a padded shoulder strap that offers a versatile carrying option. PVC free.",22.62,true,3,2,1,1
972,P762.43,900D weekend/sports bag PVC free,"This 900D comfortable sized duffle bag is perfect for every active adventure and workout at the gym. It's made from durable polyester fabric and features water resistant coating material to protect against dirty gym floors or wet fields. Detailed with reinforced handles and a padded shoulder strap that offers a versatile carrying option. This duffle features a roomy main compartment with an inside zipper pocket to hold cash or valuables plus a breathable pocket for your shoes. A front zipper pocket with convenient storage for your cell phone, keys and other frequently used accessories. PVC free.",23.82,true,3,3,1,1
973,P762.45,"Swiss Peak RFID 15"" laptop totepack PVC free","This versatile bag can be carried on the shoulder, by hand or as a backpack. Including padded 15"" laptop compartment and RFID protected sleeves. PVC free. NFC (13.56 MHz) Blocking.",45.24,true,3,2,10,1
974,P762.46,Canvas laptop backpack PVC free,"Carry your essentials for casual travel in this durable canvas backpack. This model features a padded section for your laptop up to 15.6"". The top flap closes with two imitation leather magnetic buckles. PVC free.",64.58,true,3,2,1,1
975,P762.47,Canvas travel/weekend bag PVC free,Take your light travel or business essentials with you comfortably and stylishly in this natural and durable canvas bag. Including removable and adjustable shoulder strap. PVC free.,27.64,true,3,3,1,1
976,P762.48,Standard RFID anti theft backpack PVC free,"Go to school or off to work carrying all your daily essentials safely protected in this anti-theft backpack. Includes 15"" padded laptop pocket. This lightweight and durable backpack features compact and minimalist construction. Incorporating RFID protected sleeve pockets. Made out of 600D two tone polyester & PVC free. NFC (13.56 MHz) Blocking.",0,true,3,1,1,1
977,P762.51,Madrid anti-theft RFID USB laptop backpack PVC free,"This unisex anti theft backpack’s interior is ingeniously padded to protect all your valuable electronics. Now you can store your 15.6"" laptop, tablet, headphones, and more without fear of their being damaged or stolen.  Incorporating RFID protected sleeve pockets and USB side output. PVC free. Registered design®. NFC (13.56 MHz) Blocking.",58.08,true,3,1,5,1
978,P762.54,Impact AWARE™ recycled cotton tote 330 gsm,"No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. A regular cotton tote uses 1200 litres of water. AWARE™ Recycled cotton requires almost zero water! With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. Carry your essentials inside this casual tote bag made with 100% recycled materials with AWARE™ tracer. This tote bag (330 g/m2) features a simplistic design with two top handles that can be carried on the shoulder or by hand. A truly sustainable and reusable bag for everyday use.",5.52,true,3,1,1,1
979,P762.55,Swiss Peak laptop backpack with UV-C steriliser pocket,"This unique Swiss Peak laptop backpack with UV-C sterilising pocket features a minimalistic design and has an integrated UV-C sterilising external front pocket, killing up to 99,9% of the bacteria on items placed inside the pouch. Perfect for sanitising your keys and phone for example while on the go in 3 minutes. The three UV-C LED lights inside are non-toxic and mercury free. The design will also ensure that the UV-C LED light will switch off automatically when the sterilising pocket is opened via the zipper  so the user will not be exposed to the UV-C light. The backpack has a laptop compartment in the main pocket which fits a 15.6 inch laptop, 2 open pockets and 2 pen loops. Mesh padded back and straps for comfort. Including a micro USB cable which you can use to connect your powerbank with to charge the UV-C pouch. Exterior 600D and 900D PU coated polyester. Interiour 210D polyester. Compliant with EN62471. PVC free.",72.18,true,3,2,10,1
980,P762.56,Swiss Peak deluxe PU laptop backpack PVC free,"Take your commuting style up a notch with this structured backpack made with soft PU in a clean and sleek style with tonal zippers. The backpack features a top zip closure, top carrying handle, adjustable shoulder straps, external zip pocket, interior zip pocket, luggage strap and a 15.6 inch laptop pocket. Exterior 100% PU, interior 100% 210D polyester. PVC free.",42.06,true,3,2,10,1
981,P762.57,"Smooth PU 15.6""laptop backpack","This minimalist, modern backpack made of smooth PU is fully lined and features an inner 15.6 inch laptop compartment, a spacious main compartment and 2 inner pockets and 2 pen loops. Mesh padded back and adjustable straps. Exterior 100% PU. Interior 100% 210D polyester. PVC free.",33.92,true,3,2,1,1
982,P762.58,Swiss peak convertible travel backpack PVC free,"Break barriers using the convertible backpack. Functional organisation and business features ensure this backpack will be an everyday choice. 4-1 Convertibility: 1. Backpack: Clip the padded straps to the secure rings and adjust the fit to create backpack mode. 2. Shoulder: Unclip and tuck the backpack straps inside the sleeve, attach and adjust the shoulder strap to comfortably carry on the shoulder. 3. Crossbody: When packed full, adjust the shoulder strap to wear across the body for a more comfortable, secure, hands free commuting mode. 4. Hand Held: Tuck the backpack straps and remove the shoulder strap, carry by either the top or side handle for a hand held option. With 15.6"" dedicated laptop compartment in the back. Large main compartment for travel goods and front zippered pocket for all tech accessories. Including RFID protected sleeves and trolley luggage strap. PVC free.",77.42,true,3,2,10,1
983,P762.59,AWARE™ RPET Reflective drawstring backpack,"Increase your visibility in style with this drawstring made with 100% recycled polyester and AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. The drawstring backpack features a modern allover reflective print and a roomy zipper pocket. PVC free. This bag is made of 9 plastic bottles.",8.82,true,3,1,1,1
984,P762.60,AWARE™ RPET Reflective laptop backpack,"Increase your visibility in style with this backpack made with 100% recycled polyester and AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. The backpack features a modern allover reflective print, a main compartment with 15.6 inch laptop compartment, a front zipper pocket and 2 mesh pockets. Adjustable straps. PVC free. This bag saved 8 liters of water and is made of 16 plastic bottles.",16.52,true,3,2,1,1
